#date,julian_day,pm10
2006-01-01,1,19.5417
2006-01-02,2,20.0417
2006-01-03,3,22.9583
2006-01-04,4,22.5417
2006-01-05,5,29.2500
2006-01-06,6,16.3333
2006-01-07,7,14.2917
2006-01-08,8,15.9583
2006-01-09,9,17.1739
2006-01-10,10,20.2500
2006-01-11,11,24.1667
2006-01-12,12,20.5714
2006-01-13,13,23.2917
2006-01-14,14,19.9167
2006-01-15,15,19.2500
2006-01-16,16,15.2917
2006-01-17,17,23.0417
2006-01-18,18,19.4167
2006-01-19,19,19.1667
2006-01-20,20,17.5000
2006-01-21,21,15.7083
2006-01-22,22,21.3333
2006-01-23,23,28.2917
2006-01-24,24,27.0000
2006-01-25,25,27.7917
2006-01-26,26,29.7917
2006-01-27,27,28.2083
2006-01-28,28,21.0833
2006-01-29,29,18.1500
2006-01-30,30,21.7083
2006-01-31,31,28.7500
2006-02-01,32,17.2917
2006-02-02,33,17.4583
2006-02-03,34,15.7917
2006-02-04,35,19.1667
2006-02-05,36,14.3750
2006-02-06,37,21.5652
2006-02-07,38,12.2083
2006-02-08,39,17.4167
2006-02-09,40,21.1250
2006-02-10,41,20.4583
2006-02-11,42,15.7500
2006-02-12,43,17.5833
2006-02-13,44,19.8333
2006-02-14,45,21.7917
2006-02-15,46,14.1250
2006-02-16,47,18.5833
2006-02-17,48,17.3750
2006-02-18,49,16.7917
2006-02-19,50,20.5417
2006-02-20,51,18.3750
2006-02-21,52,16.6667
2006-02-22,53,17.2609
2006-02-23,54,19.2083
2006-02-24,55,18.4583
2006-02-25,56,17.6667
2006-02-26,57,17.2917
2006-02-27,58,23.7917
2006-02-28,59,21.0417
2006-03-01,60,15.2917
2006-03-02,61,21.6250
2006-03-03,62,18.6667
2006-03-04,63,23.0000
2006-03-05,64,20.5833
2006-03-06,65,22.8750
2006-03-07,66,18.0417
2006-03-08,67,19.1667
2006-03-09,68,29.0000
2006-03-10,69,17.5417
2006-03-11,70,12.9583
2006-03-12,71,9.6667
2006-03-13,72,16.9167
2006-03-14,73,27.1667
2006-03-15,74,62.0000
2006-03-16,75,20.1250
2006-03-17,76,19.2083
2006-03-18,77,23.4583
2006-03-19,78,26.7917
2006-03-20,79,30.6667
2006-03-21,80,60.6250
2006-03-22,81,78.1250
2006-03-23,82,39.2917
2006-03-24,83,24.7917
2006-03-25,84,17.7917
2006-03-26,85,47.7917
2006-03-27,86,62.5000
2006-03-28,87,51.8333
2006-03-29,88,23.9167
2006-03-30,89,38.8750
2006-03-31,90,53.7917
2006-04-01,91,41.9167
2006-04-02,92,32.5417
2006-04-03,93,17.8333
2006-04-04,94,17.2917
2006-04-05,95,13.9583
2006-04-06,96,18.1667
2006-04-07,97,19.7917
2006-04-08,98,13.2500
2006-04-09,99,11.3750
2006-04-10,100,14.4167
2006-04-11,101,16.0417
2006-04-12,102,12.3478
2006-04-13,103,21.0435
2006-04-14,104,21.2083
2006-04-15,105,21.1250
2006-04-16,106,16.9583
2006-04-17,107,15.2917
2006-04-18,108,11.9167
2006-04-19,109,17.5000
2006-04-20,110,41.5000
2006-04-21,111,64.4583
2006-04-22,112,31.9167
2006-04-23,113,17.7083
2006-04-24,114,18.6667
2006-04-25,115,20.0833
2006-04-26,116,18.7143
2006-04-27,117,20.6250
2006-04-28,118,17.7083
2006-04-29,119,15.0833
2006-04-30,120,15.4583
2006-05-01,121,18.5000
2006-05-02,122,21.5833
2006-05-03,123,16.4167
2006-05-04,124,21.0909
2006-05-05,125,22.5833
2006-05-06,126,15.7917
2006-05-07,127,14.9167
2006-05-08,128,12.1667
2006-05-09,129,12.6250
2006-05-10,130,13.0833
2006-05-11,131,16.6667
2006-05-12,132,15.7083
2006-05-13,133,23.1250
2006-05-14,134,30.7917
2006-05-15,135,39.9583
2006-05-16,136,29.3750
2006-05-17,137,37.8750
2006-05-18,138,44.8750
2006-05-19,139,36.3333
2006-05-20,140,13.4583
2006-05-21,141,21.1667
2006-05-22,142,38.0833
2006-05-23,143,35.1667
2006-05-24,144,28.2500
2006-05-25,145,19.2500
2006-05-26,146,16.9167
2006-05-27,147,18.7917
2006-05-28,148,14.6667
2006-05-29,149,15.8750
2006-05-30,150,24.6667
2006-05-31,151,26.2083
2006-06-01,152,27.8750
2006-06-02,153,25.8182
2006-06-03,154,34.6957
2006-06-04,155,69.5417
2006-06-05,156,93.1667
2006-06-06,157,88.0417
2006-06-07,158,60.5833
2006-06-08,159,42.0833
2006-06-09,160,58.7143
2006-06-10,161,72.1250
2006-06-11,162,67.4583
2006-06-12,163,80.8750
2006-06-13,164,40.8750
2006-06-14,165,57.3750
2006-06-15,166,23.2917
2006-06-16,167,31.5833
2006-06-17,168,22.8750
2006-06-18,169,47.5417
2006-06-19,170,25.5455
2006-06-20,171,57.8696
2006-06-21,172,69.0000
2006-06-22,173,58.3750
2006-06-23,174,45.5652
2006-06-24,175,78.5909
2006-06-25,176,45.9167
2006-06-26,177,35.5000
2006-06-27,178,42.8750
2006-06-28,179,17.7917
2006-06-29,180,13.2500
2006-06-30,181,38.6087
2006-07-01,182,28.6667
2006-07-02,183,14.9583
2006-07-03,184,27.7500
2006-07-04,185,76.0000
2006-07-05,186,76.0870
2006-07-06,187,31.4583
2006-07-07,188,21.2083
2006-07-08,189,27.1667
2006-07-09,190,41.3636
2006-07-10,191,61.0000
2006-07-11,192,38.6667
2006-07-12,193,26.5417
2006-07-13,194,35.4583
2006-07-14,195,57.6250
2006-07-15,196,68.5000
2006-07-16,197,55.6667
2006-07-17,198,26.7500
2006-07-18,199,23.7500
2006-07-19,200,54.5833
2006-07-20,201,32.6667
2006-07-21,202,14.7500
2006-07-22,203,27.0833
2006-07-23,204,49.8750
2006-07-24,205,50.2500
2006-07-25,206,47.6667
2006-07-26,207,31.1739
2006-07-27,208,77.6818
2006-07-28,209,56.5455
2006-07-29,210,72.9583
2006-07-30,211,53.7500
2006-07-31,212,42.4167
2006-08-01,213,32.6250
2006-08-02,214,20.4167
2006-08-03,215,26.5833
2006-08-04,216,21.6250
2006-08-05,217,19.5833
2006-08-06,218,20.0417
2006-08-07,219,41.0435
2006-08-08,220,46.5417
2006-08-09,221,35.9583
2006-08-10,222,29.0833
2006-08-11,223,47.0833
2006-08-12,224,27.1667
2006-08-13,225,30.8333
2006-08-14,226,12.6522
2006-08-15,227,18.9583
2006-08-16,228,56.2083
2006-08-17,229,35.6667
2006-08-18,230,17.9583
2006-08-19,231,18.0833
2006-08-20,232,33.5417
2006-08-21,233,29.7917
2006-08-22,234,71.8333
2006-08-23,235,80.1667
2006-08-24,236,63.1667
2006-08-25,237,10.9091
2006-08-29,241,22.9167
2006-08-30,242,24.8750
2006-08-31,243,20.0833
2006-09-01,244,25.9167
2006-09-02,245,15.6957
2006-09-03,246,32.0833
2006-09-04,247,54.0000
2006-09-05,248,56.4167
2006-09-06,249,40.7500
2006-09-07,250,48.9167
2006-09-08,251,44.3333
2006-09-09,252,27.3333
2006-09-10,253,19.1667
2006-09-11,254,18.5000
2006-09-12,255,22.1667
2006-09-13,256,33.0417
2006-09-14,257,22.4583
2006-09-15,258,76.0417
2006-09-16,259,89.7917
2006-09-17,260,65.4167
2006-09-18,261,32.9583
2006-09-19,262,47.8333
2006-09-20,263,21.9167
2006-09-21,264,20.0000
2006-09-22,265,21.0833
2006-09-23,266,22.1250
2006-09-24,267,15.6087
2006-09-25,268,23.6667
2006-09-26,269,24.1250
2006-09-27,270,25.7083
2006-09-28,271,24.7500
2006-09-29,272,37.7917
2006-09-30,273,28.0833
2006-10-01,274,15.6667
2006-10-02,275,16.3333
2006-10-03,276,16.1250
2006-10-04,277,17.3333
2006-10-05,278,21.7917
2006-10-06,279,24.0000
2006-10-07,280,47.3333
2006-10-08,281,46.1667
2006-10-09,282,25.9583
2006-10-10,283,20.8333
2006-10-11,284,14.9583
2006-10-12,285,18.4783
2006-10-17,290,21.0000
2006-10-18,291,17.4583
2006-10-19,292,21.7083
2006-10-20,293,20.2500
2006-10-21,294,17.9583
2006-10-22,295,15.2500
2006-10-23,296,21.3333
2006-10-24,297,18.3333
2006-10-25,298,17.4583
2006-10-26,299,12.9583
2006-10-27,300,27.0417
2006-10-28,301,18.3333
2006-10-29,302,27.8750
2006-10-30,303,19.0833
2006-10-31,304,22.6250
2006-11-01,305,15.0833
2006-11-02,306,13.6250
2006-11-03,307,13.7500
2006-11-04,308,12.5417
2006-11-05,309,15.2083
2006-11-06,310,16.5000
2006-11-07,311,19.5000
2006-11-08,312,19.2917
2006-11-09,313,19.9167
2006-11-10,314,17.9583
2006-11-11,315,17.6250
2006-11-12,316,16.7917
2006-11-13,317,23.3750
2006-11-14,318,18.7917
2006-11-15,319,13.7917
2006-11-16,320,16.1250
2006-11-17,321,15.4583
2006-11-18,322,16.7083
2006-11-19,323,14.0833
2006-11-20,324,15.7500
2006-11-21,325,30.9167
2006-11-22,326,15.4167
2006-11-23,327,15.4583
2006-11-24,328,15.3750
2006-11-25,329,13.1250
2006-11-26,330,9.5833
2006-11-27,331,9.9583
2006-11-28,332,17.9167
2006-11-29,333,14.4583
2006-11-30,334,16.2500
2006-12-01,335,22.8333
2006-12-02,336,27.6667
2006-12-03,337,20.9167
2006-12-04,338,9.0000
2006-12-05,339,16.8235
2006-12-06,340,28.8261
2006-12-07,341,38.6000
2006-12-08,342,32.5000
2006-12-09,343,47.7500
2006-12-10,344,25.0833
2006-12-11,345,21.4167
2006-12-12,346,23.9167
2006-12-13,347,17.7917
2006-12-14,348,21.1667
2006-12-15,349,17.7917
2006-12-16,350,17.9583
2006-12-17,351,11.2500
2006-12-18,352,17.2917
2006-12-19,353,18.9583
2006-12-20,354,29.2083
2006-12-21,355,25.6667
2006-12-22,356,13.9167
2006-12-23,357,16.1250
2006-12-24,358,17.5000
2006-12-25,359,18.5417
2006-12-26,360,15.1667
2006-12-27,361,16.9583
2006-12-28,362,19.8333
2006-12-29,363,16.0000
2006-12-30,364,17.2143
2006-12-31,365,13.8750
