#date,julian_day,pm10
2009-07-17,198,27.7500
2009-07-18,199,22.1667
2009-07-19,200,37.7500
2009-07-20,201,35.6250
2009-07-21,202,28.2917
2009-07-22,203,39.7083
2009-07-23,204,52.8333
2009-07-24,205,35.4167
2009-07-25,206,19.0000
2009-07-26,207,22.3750
2009-07-27,208,51.2917
2009-07-28,209,61.2917
2009-07-29,210,25.1667
2009-07-30,211,23.8750
2009-07-31,212,32.5333
2009-08-01,213,31.4583
2009-08-02,214,26.4583
2009-08-03,215,43.7500
2009-08-04,216,50.6667
2009-08-05,217,53.7917
2009-08-06,218,83.7083
2009-08-07,219,63.6250
2009-08-08,220,37.7083
2009-08-09,221,32.0833
2009-08-10,222,41.8750
2009-08-11,223,25.7083
2009-08-12,224,19.5000
2009-08-13,225,27.5833
2009-08-14,226,25.0000
2009-08-15,227,25.4167
2009-08-16,228,23.6667
2009-08-17,229,26.4167
2009-08-18,230,40.6250
2009-08-19,231,28.1250
2009-08-20,232,33.0417
2009-08-21,233,23.2917
2009-08-22,234,27.8750
2009-08-23,235,23.8750
2009-08-24,236,20.8750
2009-08-25,237,23.1250
2009-08-26,238,57.0000
2009-08-27,239,32.5417
2009-08-28,240,18.5000
2009-08-29,241,19.5417
2009-08-30,242,28.1667
2009-08-31,243,42.8333
2009-09-01,244,23.4167
2009-09-02,245,15.4583
2009-09-03,246,14.7083
2009-09-04,247,14.9048
2009-09-05,248,13.0000
2009-09-06,249,28.9167
2009-09-07,250,18.8750
2009-09-08,251,16.4783
2009-09-09,252,23.0833
2009-09-10,253,21.1667
2009-09-11,254,22.5417
2009-09-12,255,32.3333
2009-09-13,256,26.6364
2009-09-14,257,25.3333
2009-09-15,258,26.3750
2009-09-16,259,32.6667
2009-09-17,260,18.9583
2009-09-18,261,16.7083
2009-09-19,262,25.2083
2009-09-20,263,21.5000
2009-09-21,264,18.8696
2009-09-22,265,17.1250
2009-09-23,266,16.1250
2009-09-24,267,19.0833
2009-09-25,268,12.3750
2009-09-26,269,14.0833
2009-09-27,270,64.0833
2009-09-28,271,94.4583
2009-09-29,272,25.6250
2009-09-30,273,14.5000
2009-10-01,274,15.6667
2009-10-02,275,13.6250
2009-10-03,276,23.7917
2009-10-04,277,11.7500
2009-10-05,278,69.2917
2009-10-06,279,68.2083
2009-10-07,280,44.2083
2009-10-08,281,18.0417
2009-10-09,282,34.0417
2009-10-10,283,50.8333
2009-10-11,284,48.0000
2009-10-12,285,52.1667
2009-10-13,286,19.7083
2009-10-14,287,24.6667
2009-10-15,288,19.8750
2009-10-16,289,18.8750
2009-10-17,290,29.5217
2009-10-18,291,18.4583
2009-10-19,292,16.8333
2009-10-20,293,19.7917
2009-10-21,294,19.5833
2009-10-22,295,17.7500
2009-10-23,296,16.7083
2009-10-24,297,13.3750
2009-10-25,298,13.5417
2009-10-26,299,19.0000
2009-10-27,300,19.7083
2009-10-28,301,17.1667
2009-10-29,302,17.2917
2009-10-30,303,17.1667
2009-10-31,304,12.5000
2009-11-01,305,11.2917
2009-11-02,306,12.1250
2009-11-03,307,18.7500
2009-11-04,308,28.1667
2009-11-05,309,35.5833
2009-11-06,310,20.3750
2009-11-07,311,22.7917
2009-11-08,312,16.4167
2009-11-09,313,22.5833
2009-11-10,314,28.8750
2009-11-11,315,14.5417
2009-11-12,316,17.5000
2009-11-13,317,18.6522
2009-11-14,318,26.7083
2009-11-15,319,24.9167
2009-11-16,320,16.8750
2009-11-17,321,17.1250
2009-11-18,322,17.5417
2009-11-19,323,15.6667
2009-11-20,324,16.3333
2009-11-21,325,21.3750
2009-11-22,326,19.4167
2009-11-23,327,18.1500
2009-11-24,328,18.5833
2009-11-25,329,21.3750
2009-11-26,330,33.7917
2009-11-27,331,38.0417
2009-11-28,332,33.5417
2009-11-29,333,17.8750
2009-11-30,334,20.4167
2009-12-01,335,23.6250
2009-12-02,336,18.0417
2009-12-03,337,18.5833
2009-12-04,338,18.6000
2009-12-05,339,18.2500
2009-12-06,340,15.2083
2009-12-07,341,28.8636
2009-12-08,342,21.4167
2009-12-09,343,16.2500
2009-12-10,344,16.5417
2009-12-11,345,20.7917
2009-12-12,346,18.5833
2009-12-13,347,18.4167
2009-12-14,348,15.1667
2009-12-15,349,18.2917
2009-12-16,350,10.5833
2009-12-17,351,18.0417
2009-12-18,352,13.2174
2009-12-19,353,11.7083
2009-12-20,354,11.5000
2009-12-21,355,18.4167
2009-12-22,356,27.5417
2009-12-23,357,20.5833
2009-12-24,358,20.2917
2009-12-25,359,21.5000
2009-12-26,360,22.8750
2009-12-27,361,23.9583
2009-12-28,362,20.6667
2009-12-29,363,28.1250
2009-12-30,364,33.2083
2009-12-31,365,19.0000
