#year,month,day,julian_day,heure,aot1020,aot870,aot675,aot440
2009,8,5,217,12,0.182104,0.198424,0.206017,0.227985
2009,8,5,217,13,0.193204,0.207571,0.215311,0.236505
2009,8,5,217,14,0.194320,0.207908,0.215165,0.238985
2009,8,5,217,15,0.202421,0.215495,0.222229,0.247192
2009,8,5,217,16,0.230181,0.240828,0.248277,0.276293
2009,8,6,218,8,0.379091,0.393202,0.403255,0.424612
2009,8,6,218,9,0.460734,0.477745,0.486661,0.504878
2009,9,24,267,8,0.024395,0.033575,0.036509,0.049864
2009,9,24,267,9,0.022378,0.034812,0.038338,0.053624
2009,9,25,268,10,0.016983,0.029495,0.033761,0.049197
2009,9,25,268,13,0.014176,0.028508,0.031941,0.047970
2009,9,26,269,11,0.044853,0.059962,0.065538,0.085717
