#year,month,day,julian_day,heure,pm10,aot1020
2006,11,21,325,11,32,0.134230
2006,11,21,325,14,28,0.143654
2006,11,21,325,15,37,0.140694
2006,11,21,325,16,34,0.139448
2006,11,22,326,10,12,0.045069
2006,11,22,326,11,15,0.032870
2006,11,22,326,12,18,0.052916
2006,11,22,326,13,15,0.054158
2006,11,22,326,14,19,0.040509
2006,11,24,328,9,17,0.032742
2006,11,24,328,10,14,0.037944
2006,11,24,328,11,11,0.027762
2006,11,24,328,13,18,0.075611
2006,11,24,328,14,21,0.047967
2006,11,25,329,9,12,0.047364
2006,11,25,329,10,14,0.038914
2006,11,25,329,12,9,0.035395
2006,11,25,329,13,7,0.040518
2006,11,25,329,14,12,0.033422
2006,11,25,329,15,13,0.032562
2006,11,26,330,14,19,0.022684
2006,11,26,330,15,4,0.020596
2006,11,26,330,16,5,0.024329
2006,11,27,331,9,4,0.021884
2006,11,27,331,10,6,0.021790
2006,11,27,331,11,9,0.024964
2006,11,27,331,13,3,0.028273
2006,12,2,336,8,32,0.156209
2006,12,2,336,9,29,0.150846
2006,12,2,336,10,29,0.107903
2006,12,2,336,11,30,0.120642
2006,12,2,336,12,23,0.121777
2006,12,2,336,13,25,0.101546
2006,12,2,336,14,23,0.107566
2006,12,2,336,15,26,0.099109
2006,12,2,336,16,29,0.113253
2006,12,3,337,8,21,0.078589
2006,12,3,337,9,21,0.083644
2006,12,3,337,10,12,0.076916
2006,12,3,337,11,16,0.080876
2006,12,3,337,12,19,0.072488
2006,12,3,337,13,11,0.069133
2006,12,3,337,14,15,0.066609
2006,12,3,337,15,17,0.064105
2006,12,3,337,16,20,0.073745
2006,12,8,342,9,35,0.094571
2006,12,8,342,10,23,0.124556
2006,12,8,342,11,31,0.126829
2006,12,8,342,13,32,0.123290
2006,12,8,342,14,29,0.131653
2006,12,8,342,16,29,0.136981
2006,12,9,343,10,40,0.162849
2006,12,9,343,11,54,0.135955
2006,12,9,343,12,45,0.113572
2006,12,9,343,13,44,0.131286
2006,12,9,343,15,47,0.148556
2006,12,9,343,16,57,0.191891
2006,12,10,344,8,26,0.122330
2006,12,10,344,9,31,0.106601
2006,12,10,344,10,19,0.088057
2006,12,10,344,11,23,0.102886
2006,12,10,344,12,28,0.103802
2006,12,10,344,14,25,0.100105
2006,12,10,344,15,13,0.115010
2006,12,10,344,16,30,0.143275
2006,12,11,345,8,22,0.088412
2006,12,11,345,10,17,0.081105
2006,12,11,345,11,21,0.061886
2006,12,11,345,12,19,0.064508
2006,12,11,345,13,26,0.060761
2006,12,11,345,14,21,0.078499
2006,12,11,345,15,27,0.068782
2006,12,11,345,16,22,0.078983
2006,12,12,346,9,28,0.058403
2006,12,12,346,10,19,0.089100
2006,12,12,346,11,32,0.059734
2006,12,12,346,12,13,0.068583
2006,12,12,346,13,25,0.051924
2006,12,12,346,14,27,0.051595
2006,12,12,346,15,11,0.052401
2006,12,12,346,16,24,0.062070
2006,12,13,347,8,18,0.053491
2006,12,13,347,10,18,0.054411
2006,12,13,347,11,8,0.046793
2006,12,13,347,13,22,0.060877
2006,12,13,347,14,19,0.077436
2006,12,13,347,15,30,0.057625
2006,12,13,347,16,7,0.066424
2006,12,14,348,9,26,0.072042
2006,12,14,348,10,10,0.057171
2006,12,14,348,11,21,0.089755
2006,12,14,348,13,14,0.079628
2006,12,15,349,11,9,0.032378
2006,12,15,349,12,12,0.028523
2006,12,15,349,13,21,0.034067
2006,12,15,349,14,14,0.033122
2006,12,15,349,16,14,0.035739
2006,12,18,352,11,15,0.046399
2006,12,18,352,12,16,0.042049
2006,12,18,352,13,14,0.039236
2006,12,18,352,14,17,0.047226
2006,12,19,353,9,18,0.121286
2006,12,19,353,11,15,0.079559
2006,12,19,353,13,14,0.054936
2006,12,19,353,14,20,0.058572
2006,12,19,353,15,20,0.105473
2006,12,20,354,10,12,0.029043
2006,12,20,354,11,10,0.034670
2006,12,20,354,12,27,0.043702
2006,12,20,354,13,16,0.039513
2006,12,20,354,14,24,0.045157
2006,12,20,354,15,20,0.056508
2006,12,20,354,16,21,0.075952
2007,3,8,67,8,59,0.576927
2007,3,21,80,11,19,0.081968
2007,3,21,80,12,26,0.088718
2007,3,27,86,9,30,0.026082
2007,3,27,86,10,8,0.026381
2007,3,27,86,11,9,0.036002
2007,3,27,86,12,22,0.038508
2007,3,27,86,13,10,0.044831
2007,3,27,86,14,19,0.045008
2007,3,28,87,8,25,0.046746
2007,3,28,87,9,14,0.043173
2007,3,28,87,10,12,0.024043
2007,3,28,87,11,8,0.034443
2007,3,29,88,12,18,0.104460
2007,4,2,92,12,36,0.026021
2007,4,2,92,13,19,0.019005
2007,4,4,94,10,4,0.022285
2007,4,4,94,11,7,0.034671
2007,4,4,94,12,6,0.065102
2007,4,4,94,14,9,0.090920
2007,4,6,96,8,12,0.094294
2007,4,6,96,10,7,0.047458
2007,4,6,96,12,8,0.088230
2007,4,6,96,14,15,0.049649
2007,4,7,97,9,18,0.040089
2007,4,7,97,10,11,0.019329
2007,4,7,97,11,20,0.022147
2007,4,7,97,13,13,0.040882
2007,4,8,98,11,10,0.092866
2007,4,8,98,13,17,0.101615
2007,4,8,98,14,8,0.100743
2007,4,9,99,9,9,0.036679
2007,4,9,99,11,8,0.016705
2007,4,9,99,12,6,0.018985
2007,4,9,99,13,7,0.012798
2007,4,10,100,8,10,0.055959
2007,4,10,100,9,7,0.045316
2007,4,10,100,10,15,0.026351
2007,4,10,100,11,17,0.021229
2007,4,10,100,12,11,0.019534
2007,4,10,100,13,16,0.037112
2007,4,10,100,14,13,0.044023
2007,4,11,101,8,10,0.071305
2007,4,11,101,10,14,0.045148
2007,4,11,101,12,18,0.041099
2007,4,12,102,8,22,0.066101
2007,4,12,102,9,15,0.047011
2007,4,12,102,10,20,0.045719
2007,4,12,102,12,15,0.013831
2007,4,12,102,13,12,0.021791
2007,4,12,102,14,19,0.038905
2007,4,13,103,8,19,0.021435
2007,4,13,103,9,18,0.018176
2007,4,13,103,10,17,0.016809
2007,4,13,103,11,8,0.011869
2007,4,13,103,12,1,0.012700
2007,4,13,103,13,20,0.008155
2007,4,14,104,8,15,0.031078
2007,4,14,104,10,3,0.011347
2007,4,15,105,8,8,0.059640
2007,4,15,105,10,2,0.042385
2007,4,15,105,13,12,0.070589
2007,4,15,105,14,8,0.062319
2007,4,16,106,9,14,0.087627
2007,4,16,106,10,18,0.078982
2007,4,16,106,12,16,0.074241
2007,4,16,106,13,7,0.068412
2007,4,17,107,8,23,0.087083
2007,4,17,107,10,37,0.077750
2007,4,17,107,11,33,0.077293
2007,4,17,107,12,36,0.096063
2007,4,17,107,13,30,0.100309
2007,4,17,107,14,37,0.092337
2007,4,18,108,9,38,0.139178
2007,4,18,108,10,36,0.120819
2007,4,18,108,11,41,0.100812
2007,4,18,108,12,31,0.100431
2007,4,18,108,13,36,0.108446
2007,4,18,108,14,31,0.103091
2007,4,19,109,8,54,0.104338
2007,4,19,109,9,59,0.097387
2007,4,19,109,10,61,0.104482
2007,4,19,109,11,52,0.100465
2007,4,19,109,12,46,0.087689
2007,4,19,109,13,66,0.078191
2007,4,19,109,14,42,0.098412
2007,4,20,110,9,43,0.207018
2007,4,20,110,10,47,0.137095
2007,4,20,110,11,43,0.122692
2007,4,20,110,12,38,0.233275
2007,4,20,110,13,42,0.355321
2007,4,21,111,8,37,0.167400
2007,4,21,111,10,36,0.145489
2007,4,21,111,11,53,0.139295
2007,4,21,111,12,51,0.153252
2007,4,21,111,13,51,0.163969
2007,4,21,111,14,55,0.153163
2007,4,22,112,9,42,0.083717
2007,4,22,112,10,40,0.067792
2007,4,22,112,11,34,0.063550
2007,4,22,112,13,44,0.061907
2007,4,22,112,14,48,0.066934
2007,4,23,113,9,31,0.124139
2007,4,23,113,10,23,0.116336
2007,4,23,113,11,30,0.103235
2007,4,23,113,13,36,0.095592
2007,4,23,113,14,31,0.098626
2007,4,24,114,10,25,0.078929
2007,4,24,114,11,25,0.067403
2007,4,24,114,12,19,0.069752
2007,4,25,115,9,13,0.018980
2007,4,25,115,10,16,0.029784
2007,4,27,117,8,24,0.068647
2007,4,27,117,11,27,0.038331
2007,4,27,117,12,23,0.055713
2007,4,27,117,13,6,0.050296
2007,4,27,117,14,6,0.054685
2007,4,28,118,11,21,0.033344
2007,4,28,118,12,19,0.043539
2007,4,28,118,13,14,0.062850
2007,4,29,119,9,14,0.046484
2007,4,29,119,10,20,0.002815
2007,4,29,119,14,25,0.014042
2007,4,30,120,14,8,0.059548
2007,5,3,123,13,17,0.053502
2007,5,9,129,11,16,0.065278
2007,5,10,130,9,13,0.024608
2007,5,10,130,11,6,0.029166
2007,5,10,130,13,14,0.049731
2007,5,13,133,9,47,0.152185
2007,5,13,133,10,41,0.124599
2007,5,13,133,11,37,0.114745
2007,5,13,133,13,38,0.150268
2007,5,13,133,14,49,0.172745
2007,5,14,134,10,36,0.342503
2007,5,14,134,13,49,0.375673
2007,5,14,134,14,51,0.379769
2007,5,15,135,14,147,0.137555
2007,5,16,136,8,65,0.290550
2007,5,16,136,9,50,0.295352
2007,5,16,136,10,52,0.324143
2007,5,17,137,10,68,0.309706
2007,5,17,137,11,62,0.335611
2007,5,17,137,12,83,0.332067
2007,5,17,137,13,65,0.347271
2007,5,17,137,14,85,0.334254
2007,5,19,139,8,34,0.211521
2007,5,19,139,9,35,0.168436
2007,5,19,139,10,36,0.150494
2007,5,20,140,9,21,0.035855
2007,5,21,141,9,1,0.041374
2007,5,23,143,8,18,0.068119
2007,5,23,143,9,15,0.061502
2007,5,23,143,10,24,0.064511
2007,5,23,143,11,13,0.073850
2007,5,24,144,8,32,0.113769
2007,5,24,144,9,30,0.126679
2007,5,24,144,10,25,0.116208
2007,5,24,144,11,30,0.096532
2007,5,25,145,9,29,0.061383
2007,5,25,145,10,28,0.060068
2007,5,26,146,8,21,0.093806
2007,5,27,147,8,18,0.049524
2007,5,27,147,9,5,0.053757
2007,5,27,147,10,12,0.036263
2007,5,28,148,11,12,0.114447
2007,5,30,150,8,29,0.132455
2007,5,30,150,9,28,0.165711
2007,5,31,151,8,55,0.187397
2007,5,31,151,9,54,0.183880
2007,6,3,154,8,44,0.225754
2007,6,3,154,9,36,0.235461
2007,6,3,154,10,47,0.207304
2007,6,3,154,11,42,0.202477
2007,6,4,155,8,24,0.159303
2007,6,4,155,10,23,0.170077
2007,6,4,155,11,22,0.169153
2007,6,5,156,8,28,0.055965
2007,6,5,156,9,30,0.049587
2007,6,5,156,10,42,0.039789
2007,6,6,157,11,16,0.121895
2007,6,7,158,10,27,0.070497
2007,6,8,159,8,30,0.042631
2007,6,8,159,9,26,0.028918
2007,6,9,160,8,25,0.033494
2007,6,9,160,9,14,0.036091
2007,6,12,163,8,27,0.187658
2007,6,13,164,8,42,0.224469
2007,6,13,164,9,51,0.388746
2007,6,13,164,11,54,0.353018
2007,6,14,165,8,33,0.538668
2007,6,14,165,9,43,0.547623
2007,6,14,165,10,34,0.509474
2007,6,14,165,11,43,0.505864
2007,6,20,171,13,52,0.446613
2007,6,20,171,16,66,0.592257
2007,6,21,172,10,50,0.403348
2007,6,21,172,11,32,0.414615
2007,6,21,172,12,65,0.431145
2007,6,21,172,13,62,0.409774
2007,6,21,172,14,42,0.407577
2007,6,21,172,15,36,0.415185
2007,6,21,172,16,41,0.432758
2007,6,22,173,8,23,0.590248
2007,6,23,174,10,31,0.236751
2007,6,23,174,11,13,0.225534
2007,6,23,174,12,20,0.205412
2007,6,23,174,13,24,0.190565
2007,6,23,174,14,10,0.172666
2007,6,23,174,15,37,0.168607
2007,6,23,174,16,21,0.192590
2007,6,24,175,10,16,0.197726
2007,6,24,175,11,31,0.213315
2007,6,24,175,12,31,0.218079
2007,6,24,175,13,34,0.207392
2007,6,24,175,14,58,0.210295
2007,6,24,175,15,23,0.206468
2007,6,25,176,8,41,0.125045
2007,6,25,176,12,61,0.449601
2007,6,26,177,13,21,0.602580
2007,6,27,178,14,22,0.062748
2007,6,28,179,10,5,0.052855
2007,6,28,179,11,14,0.065085
2007,6,28,179,12,17,0.089643
2007,6,28,179,14,8,0.071704
2007,6,28,179,16,12,0.099461
2007,6,30,181,14,61,0.430331
2007,6,30,181,15,70,0.416292
2007,7,1,182,13,59,0.413938
2007,7,1,182,14,67,0.411950
2007,7,1,182,15,68,0.451391
2007,7,2,183,11,75,0.367838
2007,7,2,183,12,70,0.387854
2007,7,2,183,14,69,0.327673
2007,7,2,183,15,76,0.316690
2007,7,2,183,16,62,0.331821
2007,7,3,184,8,9,0.025858
2007,7,3,184,12,6,0.002496
2007,7,3,184,13,24,0.009186
2007,7,3,184,14,16,0.019873
2007,7,3,184,15,21,0.014584
2007,7,3,184,16,16,0.028309
2007,7,4,185,8,40,0.171212
2007,7,4,185,9,38,0.189975
2007,7,5,186,8,31,0.280062
2007,7,5,186,10,39,0.274007
2007,7,6,187,8,67,0.224151
2007,7,6,187,9,65,0.234960
2007,7,6,187,11,70,0.202981
2007,7,7,188,9,50,0.167844
2007,7,7,188,10,51,0.165894
2007,7,7,188,11,37,0.142006
2007,7,9,190,10,44,0.257186
2007,7,10,191,8,49,0.182732
2007,7,10,191,9,49,0.174301
2007,7,11,192,8,23,0.126796
2007,7,11,192,9,23,0.120947
2007,7,11,192,10,24,0.146590
2007,7,11,192,11,20,0.164693
2007,7,11,192,12,19,0.198249
2007,7,12,193,10,67,0.468646
2007,7,12,193,11,68,0.447168
2007,7,12,193,12,68,0.454752
2007,7,12,193,13,79,0.447387
2007,7,12,193,14,69,0.383622
2007,7,13,194,10,80,0.547165
2007,7,13,194,11,76,0.498905
2007,7,14,195,11,37,0.044588
2007,7,14,195,12,10,0.043396
2007,7,16,197,10,18,0.258306
2007,7,17,198,8,60,0.539941
2007,7,17,198,9,56,0.523784
2007,7,21,202,9,64,0.377249
2009,3,14,73,8,25,0.090547
2009,3,14,73,9,25,0.063047
2009,3,14,73,10,23,0.066594
2009,3,14,73,15,17,0.062095
2009,3,14,73,16,23,0.079226
2009,3,16,75,11,20,0.012693
2009,3,16,75,12,2,0.015193
2009,3,16,75,13,13,0.017956
2009,3,16,75,14,19,0.023292
2009,3,17,76,9,26,0.064658
2009,3,17,76,10,21,0.058263
2009,3,17,76,12,23,0.093806
2009,3,17,76,13,23,0.080245
2009,3,17,76,14,22,0.062386
2009,3,17,76,15,21,0.051966
2009,3,17,76,16,15,0.047130
2009,3,18,77,9,21,0.040534
2009,3,18,77,10,12,0.032007
2009,3,18,77,11,16,0.036938
2009,3,18,77,12,20,0.041039
2009,3,18,77,14,22,0.084615
2009,3,18,77,15,24,0.061642
2009,3,19,78,9,11,0.055848
2009,3,19,78,10,13,0.036813
2009,3,19,78,11,11,0.035819
2009,3,19,78,12,9,0.046221
2009,3,19,78,15,16,0.051417
2009,3,19,78,16,16,0.058832
2009,3,20,79,9,16,0.031280
2009,3,20,79,10,16,0.028854
2009,3,20,79,11,18,0.042379
2009,3,20,79,14,15,0.022624
2009,3,20,79,15,12,0.036878
2009,3,20,79,16,17,0.054203
2009,3,21,80,9,19,0.076445
2009,3,21,80,11,15,0.064953
2009,3,21,80,13,15,0.057004
2009,3,21,80,14,19,0.057823
2009,3,31,90,11,19,0.066446
2009,3,31,90,12,18,0.071176
2009,3,31,90,14,3,0.047356
2009,4,1,91,9,27,0.039796
2009,4,1,91,11,26,0.059496
2009,4,1,91,12,22,0.057318
2009,4,5,95,9,11,0.025733
2009,4,5,95,10,4,0.022524
2009,4,5,95,11,9,0.031169
2009,4,5,95,13,9,0.030034
2009,4,5,95,14,10,0.026140
2009,4,5,95,15,5,0.031221
2009,4,5,95,16,10,0.031411
2009,4,6,96,9,11,0.025112
2009,4,6,96,12,12,0.020224
2009,4,6,96,13,10,0.022875
2009,4,6,96,14,11,0.026066
2009,4,6,96,16,13,0.036351
2009,4,7,97,9,14,0.027821
2009,4,7,97,10,10,0.017295
2009,4,7,97,11,9,0.027085
2009,4,7,97,12,16,0.018548
2009,4,7,97,13,9,0.022906
2009,4,7,97,14,19,0.019923
2009,4,8,98,10,12,0.045988
2009,4,8,98,11,21,0.045751
2009,4,8,98,12,20,0.045224
2009,4,8,98,13,21,0.045440
2009,4,8,98,14,15,0.043495
